1	7	49	0	0	35	E2_PID_TC_Execution_Completion_Success	0	-1	16	Y		Y	1	N	
17	2	49	0	0	95	E2_Connection_Test	0	-1	16	Y		Y	1	N	
1	2	49	1	0	18	E2_PID_TC_Acceptance_Failure_Length	0	-1	16	Y		Y	1	N	
1	2	49	2	0	19	E2_PID_TC_Acceptance_Failure_CRC	0	-1	16	Y		Y	1	N	
1	2	49	3	0	20	E2_PID_TC_Acceptance_Failure_Type	0	-1	16	Y		Y	1	N	
1	2	49	4	0	21	E2_PID_TC_Acceptance_Failure_Subtype	0	-1	16	Y		Y	1	N	
1	2	49	5	0	22	E2_PID_TC_Acceptance_Failure_Illegal	0	-1	16	Y		Y	1	N	
1	8	49	50	0	41	E2_PID_TC_Execution_Completion_Failure_1	0	-1	16	Y		Y	1	N	
1	8	49	51	0	42	E2_PID_TC_Execution_Completion_Failure_2	0	-1	16	Y		Y	1	N	
3	25	52	4	0	54	E2_Housekeeping_Parameters	0	-1	16	Y	10000	Y	1	N	
1	1	65	0	0	4	E3_PID_TC_Acceptance_Success	0	-1	16	Y		Y	1	N	
1	2	65	0	0	23	E3_PID_TC_Acceptance_Failure_APID	0	-1	16	Y		Y	1	N	
1	7	65	0	0	36	E3_PID_TC_Execution_Completion_Success	0	-1	16	Y		Y	1	N	
17	2	65	0	0	96	E3_Connection_Test	0	-1	16	Y		Y	1	N	
1	2	65	1	0	24	E3_PID_TC_Acceptance_Failure_Length	0	-1	16	Y		Y	1	N	
1	2	65	2	0	25	E3_PID_TC_Acceptance_Failure_CRC	0	-1	16	Y		Y	1	N	
1	2	65	3	0	26	E3_PID_TC_Acceptance_Failure_Type	0	-1	16	Y		Y	1	N	
1	2	65	4	0	27	E3_PID_TC_Acceptance_Failure_Subtype	0	-1	16	Y		Y	1	N	
1	2	65	5	0	28	E3_PID_TC_Acceptance_Failure_Illegal	0	-1	16	Y		Y	1	N	
1	8	65	50	0	43	E3_PID_TC_Execution_Completion_Failure_1	0	-1	16	Y		Y	1	N	
1	8	65	51	0	44	E3_PID_TC_Execution_Completion_Failure_2	0	-1	16	Y		Y	1	N	
3	25	68	5	0	55	E3_Housekeeping_Parameters	0	-1	16	Y	10000	Y	1	N	
0	0	99	0	0	100	Dynamic UDCs	0	-1	0	N		Y	0	N	
0	0	998	0	0	101	Saved Synthetic Params		-1	0	N		Y	0	N	
0	0	979	0	0	979	TCSPACON_PACKET: TC Configuration packet	0	-1	0	N		Y	0	N	
0	0	980	0	0	980	MISC_PACKET: Conf. Variables packet by MISCdynamic server	0	-1	0	N		Y	0	N	
17	3	10	1	1	103	Test service New report packet 1	0	-1	16	Y		Y	0	N	
17	3	10	1	2	104	Test service New report packet 2	0	-1	16	Y		Y	0	N	
1	1	28	0	0	110	TC_Acceptance_Success_APID_28	0	-1	16	Y		Y	1	N	
1	2	28	0	0	111	TC_Acceptance_Failure_APID_28	0	-1	16	Y		Y	1	N	
1	7	28	0	0	112	TC_Execution_Succes_APID_28	0	-1	16	Y		Y	1	N	
1	8	28	50	0	113	TC_Execution_Completion_Failure_1_APID_28	0	-1	16	Y		Y	1	N	
1	8	28	51	0	114	TC_Execution_Completion_Failure_2_APID_28	0	-1	16	Y		Y	1	N	
128	128	2047	0	0	930	UNKNOWN packet	0	-1	0	N		Y	0	N	
254	255	2047	2147483647	2147483647	2147483647	Large_numbers_packet	0	-1	99	N		Y	0	N	
1	1	100	0	0	333	Test high SPID	0	-1	0	N		Y	0	N	
6	6	167	0	0	167	OBSM_MONITORING_TEST_DUMP1	0	-1	16	Y		Y	1	N	
6	6	168	0	0	168	OBSM_MONITORING_TEST_DUMP2	0	-1	16	Y		Y	1	N	
3	25	30	0	0	122	Packet for supercommutated	0	-1	16	Y	60000	Y	1	N	
3	25	31	0	0	121	packet for Supercommutated II	0	-1	16	Y	60000	Y	1	N	
0	0	0	0	0	1000006		0	-1	0	N		Y	0	N	
0	0	1047	0	0	1000004		0	-1	0	N		Y	0	N	
