S2KSEQ15	3	S2KTC003	8	S2KCP009	E	R	1	
S2KSEQ15	4	S2KTC004	0	S2KCP008	E	R	1	
S2KSEQ15	4	S2KTC004	8	S2KCP009	E	R	1	
S2KSEQ16	1	S2KTCTE1	16	S2KCPTHE	E	R	AA	
S2KSEQ16	2	S2KTC002	0	S2KCP004	E	R	20	
S2KSEQ16	2	S2KTC002	8	S2KCP005	E	R	1	
S2KSEQ16	2	S2KTC002	16	S2KCP006	E	R	1	
S2KSEQ16	2	S2KTC002	32	S2KCP007	E	R	1	
S2KSEQ16	3	S2KTCTE2	0	S2KCPEVI	E	R	2	
S2KSEQ16	3	S2KTCTE2	16	S2KCPSTR	E	R	EV-QUAL 1	
